name,score,stars_y,review_count,city
Café at The Square,3.0267329364916615,4.0,293,New Orleans
Cajun & Grill,2.803515384615385,3.5,10,King of Prussia
Cajun Gourmet,0.6898660714285714,2.5,15,Saint Louis
Cajun Kate's,3.5485426847052395,5.0,140,Boothwyn
Cake Life Bake Shop,3.1312834992502734,4.5,241,Philadelphia
Cal Taco,2.770317904317904,4.0,189,Goleta
Caleco's Bar & Grill,2.2057999677209605,3.0,532,Saint Louis
California Pizza Kitchen,2.5189200235528357,3.0,49,Indianapolis
California Tortilla,1.3865625,3.5,23,Phoenixville
Calypso Restaurant,2.8736249999999997,3.5,7,New Orleans
Camac,1.4430921052631578,3.0,6,Philadelphia
Campanella's Italian Restaurant & Pizza,2.2608629354276677,3.0,103,Pinellas Park
Cancun Mexican Restaurant,1.3840814393939391,2.5,9,Indianapolis
Candida's Pizza,2.1349388875013875,2.5,22,Ambler
Candlewyck Beef & Ale,2.4665538194444445,3.0,81,Buckingham
Cannoli Queen,3.166905753968254,4.5,62,Greenwood
Cantina Los Tres Hombres,2.7275060274670526,3.0,284,Sparks
Capital Beer,2.5758566017316014,3.5,75,Philadelphia
Capital One 360 Café,2.92444493006993,4.0,5,Wilmington
Capitol Cellars,3.186935748988484,4.0,176,Boise
Capo De Monte Italian Market,3.4827896825396825,4.5,41,Seminole
Capofitto,3.308413272999097,4.5,205,Philadelphia
Capogiro Gelato,2.7110384227913036,4.0,252,Philadelphia
Capone's Southside Cucina,1.7928933514402263,3.0,19,Fenton
Caposey's Whole Works,3.1899330715178538,4.5,212,New Port Richey
Cappy's Pizzeria- Seminole Heights,2.643940695517236,3.5,221,Tampa
Capriotti's Sandwich Shop,2.7496733405483407,3.5,50,Nashville
Captain Al's,1.4343012716450216,3.0,7,Saint Petersburg
Captain Bill's Oyster Bar,3.1075932682850134,4.0,493,Treasure Island
Captain D's,1.6216405122655122,2.5,22,St Louis
Carino's Italian Ristorante,3.4329648437499998,4.0,133,St Pete Beach
Carisilo's Mexican Restaurant,2.6278593544231446,4.0,65,Collinsville
Carisma Restaurante,3.310840362296434,4.0,103,Skippack
Carl's Jr,2.759776515151515,3.0,18,Edmonton
Carlota's Authentic Mexican Cuisine,2.598232142857143,3.5,46,Tucson
Carmelita's Mexican Restaurant,2.4877748458105597,3.5,108,Largo
Carmine's Parkside Pizza,2.6398267857142854,3.5,60,Chester Springs
Carmine's Steakhouse,2.9906894161480615,4.0,261,Saint Louis
Carniceria Y Taqueria Don Juan,3.525653399198538,4.5,109,Nashville
Carrabba's Italian Grill,1.9549935808343701,3.0,183,Metairie
Carrollton Market,3.2947877144136215,4.5,192,New Orleans
Carson's Dockside Grill,2.90231737012987,3.5,6,Ridley Park
Caruso's,2.471040405141181,3.5,381,Tucson
Casa Azteca,2.3856371211879908,3.5,54,O Fallon
Casa Gallardo Mexican Restaurant & Cantina,2.152658335982199,2.5,10,Bridgeton
Casa Garcia Mexican Restaurant,2.6239428740083635,3.5,197,Metairie
Casa Molina Del Norte,2.4141190115440114,3.0,116,Tucson
Casino Del Sol,2.573831283084742,3.0,298,Tucson
Casita Taqueria,3.1083543467023422,4.5,103,Saint Petersburg
Cask And Ale,2.895199793304429,4.0,118,Saint Petersburg
Casselli's Ristorante,2.0129843847985764,3.5,39,Philadelphia
Castrillo's Pizza of Donelson,3.657410714285714,3.0,9,Nashville
Castrillo's Pizza of Inglewood,2.5042951132861844,3.5,101,Nashville
Cat Therapy,3.623847619047619,4.5,116,Santa Barbara
Cate Zone Chinese Cafe,2.981228662571195,4.5,264,University City
Catelli Ristorante & Caffe,3.564491758241758,4.0,8,Voorhees
Catrina's,3.0538773603397047,4.0,105,Edwardsville
Cava Restaurant & Bar,3.233278862521507,4.0,367,Montecito
Caviar & Bananas,2.7382837842067076,3.5,159,Nashville
Cayton's Burger Bistro,2.675913888888889,4.0,95,Marana
Cecil Whittaker's Pizzeria,1.3605714285714283,2.5,16,Florissant
Cedar Park Cafe,2.961517544412156,4.0,301,Philadelphia
CedarBrook Deli,2.12375,3.5,5,Cedarbrook
Cellini,3.3044841269841267,3.5,8,Tampa
Central Park,1.9982083333333331,2.5,27,Springfield
Central Pizza,1.6628952297702295,2.5,36,Pinellas Park
Centro Cantina,1.9721905846974206,3.0,107,Tampa
Cerveza Jack's,3.241071528849938,4.0,182,Nashville
Cha Cha Chow Food Truck,3.304014739229025,3.5,46,Saint Louis
Chaat and Chai,3.3704980530653557,4.0,50,Philadelphia
Chadds Ford Tavern,2.0389429377085038,3.5,148,Chadds Ford
Champions,3.1799420307185375,4.0,73,Nashville
Champps Penn's Landing,1.6869714428637224,2.5,38,Philadelphia
Chan's Halal Restaurant,2.2224999999999997,3.0,44,Philadelphia
Chappy's Restaurant,3.5583348448058794,4.5,53,New Orleans
Charlie & Barney's,3.579684343434343,4.5,12,Indianapolis
Charlie Brown's Steakhouse,1.5174815613330122,3.0,72,Springfield
Charro Steak & Del Rey,3.0641315795408826,4.0,589,Tucson
Chase Restaurant,2.4694470362657053,3.0,436,Santa Barbara
Chase's Hop Shop,3.268853091931217,4.5,116,Philadelphia
Chateau Cafe,2.5069421446608944,3.0,66,New Orleans
Chatham Tap Fishers,2.6528960094581837,3.5,262,Fishers
Chatham Tap Mass. Ave.,2.9702999398222896,4.0,427,Indianapolis
Chatime - Bubble Tea Cafe,2.9974171639011336,3.5,182,Tucson
Chavelita's Cocina Mexicana,3.6036989795918366,4.5,120,Reno
Checkers,1.3834037388392857,2.5,15,Stratford
Checkers Pizza,0.705,3.0,17,Edmonton
Cheddar's Scratch Kitchen,2.6502560014350047,3.0,117,Hendersonville
Cheeburger Cheeburger,1.5538458248047242,3.0,42,Chalfont
Cheese ZZZ,2.873611111111111,2.5,13,Clearwater
Cheeseburger In Paradise,1.9375353358805942,2.5,20,Exton
Cheeseburger Island Style,2.442471705426356,2.5,42,Reno
Cheeseburger in Paradise,2.3373400642651836,3.0,103,Indianapolis
Cheesy Rider,2.81859375,3.5,7,Tucson
Chef JJ's Back Yard,3.3471895803270804,4.5,41,Indianapolis
Chef Joseph Poon,2.876075487012987,3.0,22,Philadelphia
Chef's Market Cafe & Takeaway,3.399516741968677,4.5,319,Goodlettsville
Chenango Restaurant & Bar,2.1264097744360897,2.0,10,Philadelphia
Cheu Noodle Bar,2.9163829200216127,4.0,818,Philadelphia
Chiang Mai Thai Noodle,2.9768553358843537,4.0,185,Indianapolis
Chicago Connection - Overland,2.8660625,2.5,17,Boise
Chicago Deli & Coney Dogs,2.8545,3.0,16,Largo
Chicago Joe's Pizza & Pub,2.9018892045454545,3.5,13,Edmonton
Chicago Paulies,3.611836348733112,5.0,186,Tampa
Chicago's Stuffed Pizza,2.1637732267732264,2.0,17,Oldsmar
Chick-fil-A,2.7554596949175063,3.5,112,Nashville
ChickeNuevo,1.7885076530612243,3.0,33,Marana
Chicken and Watermelon,3.074428436147186,3.5,124,New Orleans
Chickie Wah Wah,2.8888614451869428,4.0,126,New Orleans
Chickie's & Pete's,2.5428067258755154,3.5,590,Philadelphia
Chile Burrito,3.2184450088514938,4.0,92,Brentwood
Chili'S Grill And Bar,1.441625,2.5,16,Land O' Lakes
Chili's,2.1776794803418857,2.5,67,Tampa
Chili's Texas Grill,2.2972045153920155,2.5,20,Edmonton
Chill Restaurant & Bar,3.157302687500885,4.0,287,Saint Pete Beach
Chimi's Fresh-Mex,3.2487619492293973,4.5,125,Saint Louis
China Bowl & State Street Cafe,1.873384679081883,2.0,61,Santa Barbara
China City Restaurant,2.911212121212121,2.5,14,Saint Petersburg
China Dragon Restaurant,1.3904761904761904,3.0,23,Tucson
China Empire,1.3821088299101691,2.5,54,Reno
China Garden Restaurant,2.828333333333333,3.0,12,Bryn Mawr
China House,0.5214772727272727,2.5,8,Tampa
China King,1.7940625,3.5,42,Lansdale
China Kitchen,2.835331645345887,3.5,141,Reno
China Olive Super Buffet,0.7072002331002331,2.5,38,Tucson
China One,2.8490104166666663,4.0,23,Indianapolis
China Pearl,0.9235732323232323,1.5,27,Langhorne
China Spring,2.496113244514106,3.5,33,Nashville
China Star,2.1976150793650793,3.0,10,Philadelphia
China Taste,1.6464048606834976,3.0,19,Dunedin
China Wok,2.9545874489399484,4.0,44,New Port Richey
Chinese Delight,2.2819169277360065,3.0,52,Wayne
Chinese Duck House,2.4983307490004085,3.5,250,Reno
Chinese Express,3.6453541666666665,4.0,15,Ferguson
Ching Asian Bistro,2.656296875,4.0,55,Franklin
Chipotle Mexican Grill,2.1781692574590066,3.0,76,Tucson
Chopstick House,2.860079152046784,4.0,78,Antioch
Chopstix,2.170119047619047,3.0,32,Tampa
Chopstix Asian Dining,2.9689952999952065,4.5,50,Tucson
Chopt Creative Salad Co.,2.6828996003996006,3.5,135,Brentwood
Chris' Pizza Village Pleasant View,2.5930924479166664,4.0,31,View
Chris's Sandwich Shop,3.369659508348794,4.5,32,Ardmore
Chubbie's Fried Chicken,3.1380859126984126,4.0,70,New Orleans
Chuck E Cheese,2.876729437229437,3.5,7,Edmonton
Chuck E. Cheese,2.196656056658889,3.0,57,Tucson
Chuck's Alibi,1.978182977736549,2.0,76,Philadelphia
Chuck's BBQ,1.9361274509803923,3.0,36,Bristol
Church's Chicken,2.248698880154237,2.5,21,St. Louis
Ciao's Trolley Pizza & Grill,2.9525963203463204,4.0,77,Wilmington
Cicis,1.8219642857142857,3.0,31,Tampa
Ciconte's - Swedesboro,2.746266700487013,3.0,38,Swedesboro
Cinco de Mayo,2.3723030303030304,3.5,35,Old Hickory
Cinnaholic,1.9681107390873014,4.0,82,Meridian
Circle 7 Ranch,2.89152593537415,4.0,236,St. Louis
Circle S BBQ,2.4578813244047617,4.0,75,Hudson
Citi Market place,3.3778854289613425,4.5,86,Philadelphia
City Barbeque,2.8879462965491465,4.0,188,Fishers
City Grange,2.191953621031746,3.0,7,Philadelphia
City Greens,2.867142992424242,4.0,66,Metairie
City Kitchen Pizzeria,3.2546388888888886,4.0,11,Southampton
City Limits Bakery & Cafe,2.6882332158470326,4.0,112,Nashville
City Limits Sports Bar & Grill,3.57,4.5,10,Greenbrier
City Market Eats,3.6088636363636364,4.5,8,Tampa
Claim Jumper Steakhouse & Bar,1.6434889678454723,2.5,325,Tucson
Classic Asia,3.5812212641675956,4.5,53,Haddon Heights
Clear Sky on Cleveland,3.355480181190818,4.5,350,Clearwater
Cleopatra Cafe,1.6666583656094351,2.0,56,Philadelphia
Clock Restaurant,1.7828920454545454,3.0,11,Zephyrhills
Club 21,3.2183960246598637,4.0,56,Tucson
Coast Tampa's Bay Cuisine,2.544185185185185,4.0,38,Tampa
Coco Deep Fried Chicken,2.038743467209201,4.0,56,Edmonton
Coco Thai Bistro,2.868786889194809,4.0,142,Narberth
Coco's Cocina Tex Mex  Restaurant,2.3252538105413105,3.5,59,Pitman
Cocoa's Restaurant & Lounge,1.4311000434027776,2.5,10,Edmonton
Cody's Beef 'n Beans,3.101738184434613,3.5,122,Tucson
Cody's Original Roadhouse,1.5465769671504965,3.0,79,Saint Petersburg
Coffee,2.1242480335884353,4.0,57,Marrero
"Coffee, Lunch.",3.4492857142857143,4.0,54,Nashville
Coffeebar,3.392271056609085,4.5,676,Reno
Cold Spring Tavern,2.939258132609737,4.5,1018,Santa Barbara
Cold Stone Creamery,2.2756755456349205,3.5,36,Indianapolis
Coliseum Pizza & Steak,3.3029808576839823,3.5,68,Edmonton
Commonwealth Kitchen,2.870077933009751,3.5,38,Philadelphia
Companion Ladue Cafe,2.9345600278276183,4.0,160,Saint Louis
Compère Lapin,3.1643718544577197,4.5,804,New Orleans
Concord Bowl and Recreation,0.6559999999999999,3.0,27,Saint Louis
Concord Steaks,2.799625,3.5,33,Chadds Ford
Coney Island,2.9317363108122034,3.5,63,Zephyrhills
Convivio Italian Artisan Cuisine,3.2068969182265126,4.5,339,Carmel
Cool Springs Brewery,2.838744734397547,3.5,264,Franklin
Copa Cabana,0.5675,3.5,7,Nashville
Copabanana,2.0398958284823,3.0,334,Philadelphia
Copper Vine,3.7642578125,4.5,350,New Orleans
Corner Bakery,1.9839747779793733,3.5,63,King of Prussia
Corner Cafe,2.6294791666666666,2.5,30,Royersford
Corner Cafe & Deli,2.2528564814814813,2.5,33,Huntingdon Valley
Cornerstone Inn,1.3937869822485207,3.5,10,Philadelphia
Corropolese Bakery & Deli,3.3803988095238093,4.5,89,Royersford
Cortina Ristorante & Bar,2.1143499999999995,3.0,5,Reno
Cosi,1.8220873943364932,2.5,115,Philadelphia
Cosmetic Solutions,0.7698571428571428,3.5,17,Lula Lula
Cotoletta,2.192833333333333,4.5,41,Belmont Hills
Country House Restaurant,2.8438511904761903,3.5,48,Thorofare
Cove Cay Golf Club,2.756953573232323,3.5,43,Clearwater
Cowboy Burger,1.46,3.0,8,Metairie
Crab House,2.8535,4.5,19,Saint Petersburg
Crabby Bills Clearwater Beach,2.596946803086778,3.5,408,Clearwater Beach
Cracker Barrel Old Country Store,2.3994924937207043,3.5,108,Tampa
Crazy Sushi,2.409436019024966,4.0,550,Philadelphia
Creazian,3.4635093222816504,4.5,124,Reno
Creekside Inn,1.9650289987789986,3.5,20,Woodstown
Creole House Restaurant & Oyster Bar,2.778991096456377,4.0,1594,New Orleans
Crepe Works,0.6734821428571428,2.5,14,Edmonton
Crescent City Steak House,2.781086536558679,3.5,226,New Orleans
Crispers,3.120782097069597,3.5,45,Tampa
Crocodile Catering,3.5679583333333333,4.5,15,Wayne
Crossroads Grille,2.6856157124125875,3.0,19,Antioch
Crown & Bull,2.729464013390648,3.5,668,Dunedin
Crown Fried Chicken,2.1084598214285712,2.5,16,Philadelphia
Cru Cellars - Palma Ceia,3.3816130102189477,4.0,184,Tampa
Crumb de la Crumb,2.802684058233258,4.0,147,Nashville
Crust N Fire,2.376623897470051,3.5,94,Mount Laurel
Crust N' Fire,3.210740007541478,3.0,35,Medford
Crystal Diner,2.122662727381745,3.0,29,Edgewater Park
Cucina Zapata,3.19930356550894,4.5,248,Philadelphia
Cuenelli's Peruvian Restaurant,2.9248952136425044,4.0,249,Tampa
Culver's,2.6806449503895036,3.5,140,Tampa
Cumin Cafe,3.212752525252525,3.0,8,New Hope
Cunetto's Corner Cucina,2.142913551108313,3.0,17,Edwardsville
Curries and Chutneys,2.5481073288690474,3.5,34,Indianapolis
Curry Corner,2.895406746031746,2.5,8,New Orleans
Curry In A Hurry,1.4165416666666664,2.5,5,Saint Louis
Cuzino's Pizza & Pasta,3.2564662247474745,4.0,31,Lansdale
Cyrano's,2.94203390858501,4.0,315,Saint Louis
D-Town Bar & Grill,1.3999285714285714,3.0,91,Dunedin
DK Donuts,3.1506737103174602,4.0,56,Boise
DK Sushi,3.2284895176252317,3.5,30,Philadelphia
DOSC,2.89321694214876,4.0,87,Edmonton
Da Vinci's,1.9665795858632709,3.5,20,Reno
Da Vinci's Brick Oven Pizzeria,2.604599713916574,4.0,58,Feasterville Trevose
DaVinci's Cafe,2.1003947368421048,2.5,7,Tampa
Daddy Dawgs Hot Dogs & Ice Cream,3.4998343253968254,4.5,84,Safety Harbor
Daddy Jack's Restaurant & Bar,2.2624854004600246,3.5,93,Indianapolis
Dagwood's Pub,3.141873643593747,4.0,123,Philadelphia
Dagwoods Sports Tavern,2.8048214285714286,3.0,33,Tampa
Daily Dish Events & Catering,2.6133482075231025,4.0,47,Franklin
Dairy Queen,2.088856710457752,2.5,11,Southport
Dairy Queen Grill & Chill,0.6766964285714285,2.0,28,New Port Richey
Dale's Family Restaurant,3.089698474702381,4.0,156,Indianapolis
Danny Boy Beer Works,2.8422293648339565,3.5,187,Carmel
Danny's Baboquivari Restaurant & Lounge,3.6336221590909092,4.0,59,Tucson
Dantes Ristorante Pizzeria,2.915519345238095,4.0,23,East Norriton
Darrell and Sharon's Park Street Diner,2.8098830339573846,4.0,23,Saint Petersburg
Dave & Buster's,1.3888260309237908,2.0,351,New Orleans
Daves Dogs - Cart,3.491234347442681,5.0,156,Santa Barbara
Dawn Patrol,3.1116303253748105,4.0,807,Santa Barbara
DeLosa's New York Pizza,2.3954640151515147,3.0,8,Tampa
DeSandro on Main,1.3450501893939393,3.0,41,Philadelphia
Deccan Spice,3.0561242760636103,4.0,268,Clearwater
DeeGusto's,2.434263888888889,4.0,20,Indianapolis
Deepwater Diner,2.5474851662887374,4.0,49,Penns Grove
Deja Brew Laugh A Latte,3.416971071896853,4.5,115,Meridian
Del Taco,1.9523662393162393,1.5,60,Sparks
Delicia,3.078277895557311,4.5,603,Indianapolis
Delux Burger Bar Magrath,2.018029057017544,3.0,34,Edmonton
Deluxe Italian Bakery,2.9704374999999996,4.0,53,Runnemede
Denny's,1.2581697370431975,2.5,86,Essington
Desi Spice,2.563533914145318,4.5,51,Trooper
Desi Village Indian Cuisine,2.6746853607047374,3.0,148,King Of Prussia
Desire Oyster Bar,2.881796669670391,4.0,1084,New Orleans
Devon Donut & Bagel Company,2.446878472222222,4.0,21,Paoli
Dewey's Pizza,2.9209626961422024,4.5,237,University City
Diablo's Sports Bar and Grill,1.6764697394109156,2.5,15,Tucson
Dickey's Barbecue Pit,2.793560198469395,2.0,82,Metairie
Dimaggio's Restaurant,1.4312499999999997,2.5,12,Sherwood Park
Dinardo's Famous Crabs,1.8149724046565632,2.5,256,Philadelphia
Dingho,2.561122863247863,3.5,42,Saint Louis
District Donuts Sliders Brew,3.187145443234324,4.5,2062,New Orleans
District Tavern,3.4050376865926584,4.0,227,Tampa
Dmitri's,2.5447619255035394,4.0,273,Philadelphia
Doan's Restaurant,2.6920009063852812,3.5,47,Edmonton
Doc Bakers Farmulations,2.9069177957459207,4.0,40,Doylestown
Doc Magrogan's Oyster House - West Chester,1.9714859031326204,3.0,114,West Chester
Dolan's Irish Pub,2.23800395582355,3.5,41,Burlington
Dolce Ristorante,2.4101952630702628,2.5,13,Oaks
Dolce Vita,3.5492011019283747,4.0,10,Bridgeport
Doll's Family Cafe,3.320084307359307,4.0,39,Nashville
Dolphin Diner,1.8693016968150897,2.0,45,Burlington
Dominic's,2.502814063188933,3.5,24,Media
Dominic's Italian Grille,2.207459696007705,3.5,48,Palm Harbor
Dominic's Trattoria,2.8955146103896103,4.0,50,Saint Louis
Dominick's Pizzeria and Restaurant,3.7057142857142855,4.5,38,Plumsteadville
Domino's Pizza,1.925020803142856,1.5,14,Harvey
Don & Bert's Custard Stand,2.8930371240601502,4.0,24,Paulsboro
Don Cherry's Sports Grill,2.5093781818181817,3.0,6,Edmonton
Don Day,2.53881764069264,4.0,13,Edmonton
Don Pablo's,2.454832986759617,2.5,154,Woodbury
Dona Linda,0.6883273491214668,4.0,19,West Chester
Donatello's,1.7596753246753245,2.5,11,Maryville
Donatos Pizza,0.6399999999999999,3.5,21,Mooresville
Dong's China Buffet,2.516358489549666,3.5,59,Mooresville
Donnie Russell's Pic III Wings & Things,3.583315319548872,3.5,34,Medford
Donut Drive-In,3.3996311206637766,4.5,268,Saint Louis
Donut King,3.604761904761905,4.5,45,Tucson
Dooners,2.5770566653398683,3.5,109,Saint Petersburg
Dooney's Pub Delran,2.985979270233403,3.5,97,Delran
Dorignac's Food Center,3.0009562753419172,4.0,127,Metairie
Dos Amores Mexican Cuisine,3.5864938662190085,4.5,12,Newtown
Dosa Hut & Chaat House,2.6998298655337716,3.5,147,Norristown
Dosa Hut Indian Grill,2.5840882226276736,4.0,99,Nashville
Dot's Dairy Bar,2.1495535714285716,4.0,9,Levittown
Dots Diner,2.735359126984127,3.5,161,New Orleans
Dots Diner - Williams Blvd.,2.7663838670798895,4.5,234,Kenner
Dots Diner - by Central,3.1777051749271132,4.0,35,Jefferson
Double Decker Pizza - Media,2.759219188532056,4.0,88,Media
Double Greeting Wonton House,2.7299463381185807,4.0,52,Edmonton
Dove Mountain Grill,3.218494318181818,3.5,21,Marana
Dover Kam Kitchen,2.1185714285714283,3.0,9,Edmonton
Dragon City,1.4049785353535353,2.5,25,Brandon
Dragon Garden,3.2161262734661173,3.5,22,Springfield
Dragon House Chinese Eatery,2.4781792929292927,3.0,117,Fishers
Dragon Palace,2.132038888888889,2.5,9,O Fallon
Drexel Hill Pizza & Grill,2.867042748917749,3.0,54,Drexel Hill
Duck Donuts,2.8788504280772136,4.0,121,Marlton
Due Lune Cucina,3.7175,4.0,79,Santa Barbara
Dugout Bar,2.769171428571428,4.0,128,Indianapolis
Duke's Bbq,2.154929292929293,3.0,16,Norristown
Duling-Kurtz House & Country Inn,2.6791293638772435,3.5,86,Exton
Dumplings the Restaurant,1.4194108796296296,3.0,8,Edmonton
Dunedin Bagels & Deli,1.868566635745207,3.0,82,Dunedin
Dunkin',1.2740434431216932,2.0,13,Mount Laurel
Dynasty Century Palace,1.4565128968253966,3.0,36,Edmonton
E Sushi Japanese Grill & Sushi Bar,3.069057036564626,4.0,101,Spring Hill
E and L Pizza,2.8739999999999997,4.0,45,St. Petersburg
E+ROSE Wellness Cafe of Brentwood,2.091428571428571,4.5,51,Brentwood
EATS! American Grill,2.905917601961601,4.0,323,Tampa
Eagle Creek Coffee Company,2.1998749999999996,4.0,12,Zionsville
Earl of Sandwich,2.486412851037851,3.5,81,Philadelphia
Earl's New American,2.959088839339585,3.5,135,New Hope
Earls Kitchen + Bar,1.8049544642857143,3.0,37,St. Albert
Earnest Bar & Hideaway,2.85970537406083,4.0,265,Nashville
Earth's General Store - Downtown,3.3494315656565656,4.0,16,Edmonton
East Beach Grill,2.705701465275632,3.5,169,Santa Barbara
East Coast Pizza,2.6880743498294635,4.0,227,Riverview
Eat Mah Taco @ Pal's Lounge,3.5550248917748917,4.5,8,New Orleans
Eat-well Food Mart,3.058934763153513,4.5,126,New Orleans
Eatalia,3.0452754713830963,4.0,166,Philadelphia
Eau Cafe,2.081243089658109,3.0,50,Saint Louis
Eclipse Pizza Co.,3.197979307039885,4.5,278,Reno
Ed's Pizza House,2.948928571428571,1.5,24,Philadelphia
Eden Korean Restaurant,3.1859982159391533,4.5,32,Cherry Hill
Edgehill Cafe,2.6732476622189862,3.5,245,Nashville
Edison's Entertainment Complex,2.2579236557880726,3.5,88,Edwardsville
Edley's Bar-B-Que - 12 South,2.879874337237219,4.0,1114,Nashville
Eduardo's Filipino,3.5378733766233768,4.0,16,Indianapolis
Eeffoc Cafe,2.5852706129374092,3.0,31,Wilmington
Eet Gud Bakery,2.575780414438502,4.5,78,Trenton
Egg Platter,1.409758888888889,2.5,60,Pinellas Park
Einstein Bros Bagels,2.4949561751973515,2.5,52,Saint Louis
Einstein Bros. Bagels,1.4211590909090908,3.0,34,Indianapolis
Ekta Indian Cuisine,2.7702377559466065,4.0,193,Bryn Mawr
El Alazan,3.5795238095238093,4.5,13,Indianapolis
El Arado Mexican Grill,2.51279767022173,3.0,162,Indianapolis
El Camino Real,2.3935061212508644,3.5,1014,Philadelphia
El Charro Cafe,2.5434319630164635,3.5,436,Oro Valley
El Chicanito Mexican Restaurant,2.4198958333333334,4.0,10,Port Richey
El Dorado,2.1637250249750246,2.5,10,Tucson
El Fogón Latino,2.821760670731707,4.5,19,Edmonton
El Gallo Giro,2.7702413918465933,3.5,63,Boise
El Gallo Grande,2.025057554995611,3.5,157,St. Petersburg
El Jefe Restaurant & Mexican Grill,2.1131238232666805,3.5,69,Newark
El Limon - Malvern,3.257374095078063,4.5,267,Malvern
El Maguey,2.319686854256854,3.0,69,Bridgeton
El Manjar,1.42675,4.0,17,Tampa
El Mariachi,3.6035,4.0,30,Edmonton
El Merendero,3.1234099726580973,4.0,202,Tucson
El Meson,0.707,3.0,7,Franklin
El Pollo Loco,2.533065476190476,3.5,54,Reno
El Rancho Mexican Grill,1.3675,2.5,9,Port Richey
El Rancho Nuevo,3.6197158385093164,3.5,66,Saint Charles
El Rey,1.997120515758751,3.0,89,Nashville
El Sabor Poblano,2.8065806984681982,3.5,56,Philadelphia
El Sabroso Oakwood Grill,2.208729946524064,3.0,7,Tucson
El Salvadoreno Pupuseria Restaurant,0.58,3.5,29,Clementon
El Sitio,1.860472526115189,3.5,80,Goleta
El Sol De Tala,2.646106916623228,3.5,81,Indianapolis
El Sur Restaurant,2.8782008088588973,4.5,28,Tucson
El Taco Torro,1.464267857142857,3.5,14,Indianapolis
El Tequila,3.396455650252525,4.0,67,Runnemede
El Tipico Criollo,3.279132615546218,4.0,62,Tampa
El Tumi Peruvian Restaurant,3.04093370681606,3.5,83,Reno
Elevation Burger,2.105930794067804,3.0,202,Wynnewood
Eli's Bar B Que,3.0039119734432234,4.0,92,Dunedin
Elicia's Pizza,2.2767115226624504,2.5,8,Saint Louis
Elotes Nayarit Y Taqueria,2.177613636363636,4.0,8,Nashville
Em J's Cafe,3.0549719102856434,4.0,129,Berwyn
Embassy Suites by Hilton Tampa Airport Westshore,1.5554965972159733,2.5,121,Tampa
Embassy Suites by Hilton Tampa Downtown Convention Center,1.685283685270331,2.5,209,Tampa
Emerald City Cafe & Catering,2.636050985621521,3.5,32,Reno
Empire Deli & Pizza Co,2.394135267896671,3.5,61,Saint Louis
Empress Garden,3.044981611535187,4.0,263,Philadelphia
Enjoi Sweets & Company,3.6269791666666666,4.5,9,Tampa
Enzo's,2.8113166666666665,3.5,9,Philadelphia
Enzo's Pizzeria & Pasta from New York,3.2555989583333336,4.0,38,Westchase
Epiphany Restaurant,2.295792575757576,3.5,29,Santa Barbara
Erawan Thai Cuisine,2.9907869927691353,3.5,180,Philadelphia
Erbil Kabob,3.4195747767857143,4.0,39,Nashville
Essene Market & Café,2.7040249920697117,3.5,149,Philadelphia
Estela's Mexican Restaurant,1.9988017316017312,2.5,34,Saint Petersburg
Euro Grill,2.8824348994755242,4.0,26,Nashville
Events By Rincon,3.5422462203347247,4.5,109,Carpinteria
Express Cafe,3.4387249672476647,4.5,119,Meridian
F & M Delicatessen,2.919840364725871,3.5,67,Mount Laurel
Fabio's Chicken Restaurant Takeout,3.564172619047619,4.5,14,Philadelphia
Fahrenheit Heating and Cooling,0.6779427083333333,2.0,56,Feasterville-Trevose
Fair Grinds Coffee House,2.818316566202368,4.0,161,New Orleans
Famoso,2.41475444270339,3.5,60,Edmonton
Famoso Neapolitan Pizzeria,2.631136885980025,4.0,117,Edmonton
Famous Crab Cakes,2.891279538396386,3.5,37,Claymont
Famous Dave's,2.8027468629602086,3.5,59,Franklin
Famous Famiglia,0.7010714285714286,1.5,25,Nashville
Famous Sam's,1.7922478873399326,2.5,26,Tucson
Famous Sam's Restaurant & Bar,1.4720787545787546,2.0,25,Tucson
Famous Szechuan Pavilion,3.0764024744999006,4.0,22,Brentwood
Famous Toastery,2.509729827110024,3.5,115,Exton
Farm To Fork Eatery,1.625580211251167,3.5,10,Sherwood Park
Farm a Sea Bistro & Crafthouse,2.671823998917749,3.0,28,Newark
Farmer Boy,3.08698814229249,4.0,255,Santa Barbara
Farmer's Market Deli & Grill,3.3072857142857144,3.5,9,Nashville
Farmer's Road Drive Thru,3.248,3.0,10,Chadds Ford
Farmhaus Restaurant,3.0623165565803023,4.0,324,Saint Louis
Fast & Fancy Restaurant,2.8281770833333333,3.5,7,Media
Fast Burrito,2.845817669172932,4.0,34,Indianapolis
Fat City Diner,2.255142857142857,2.5,16,Metairie
Fat Jack's BBQ,2.9027777777777777,3.5,5,Vineland
Fat Jakks,3.598,4.0,8,Edmonton
Fatty's Bar & Grill,2.7375930803571427,3.0,38,Glenside
Favela Chic,2.555677380952381,3.5,90,New Orleans
Fazoli's,2.5956386946386942,2.5,32,Saint Charles
Feather Sound Country Club,2.9269610389610388,3.5,9,Clearwater
Federal Donuts,2.8830004119883874,4.0,530,Philadelphia
Felicias Pizza Kitchen,3.451489370748299,4.0,176,Ardmore
Felix's Restaurant & Oyster Bar,3.233773654916512,3.5,255,New Orleans
Fellini Cafe,2.8733315870205365,4.0,156,Newtown Square
